scale,model,analysis_subset,item_id,item_name,method,N,item_MAE,item_NAE,delta_item_MAE_vs_C03,delta_item_MAE_CI_low,delta_item_MAE_CI_high,delta_item_MAE_p,mean_signed_error,exact_agreement,delta_item_MAE_q
PHQ-8,Qwen3.7-Max,primary142,4,疲劳或精力不足,ElasticNet,1420,0.6633802816901408,0.2211267605633803,-0.13943661971830987,-0.284524647887324,-0.0014084507042253515,0.056894310568943104,0.05070422535211268,0.39154929577464787,0.11378862113788621
PHQ-8,Qwen3.7-Max,primary142,4,疲劳或精力不足,Mean,1420,0.7464788732394366,0.24882629107981222,-0.056338028169014086,-0.1267605633802817,0.02112676056338028,0.18388161183881613,-0.43661971830985913,0.4225352112676056,0.5050494950504949
PHQ-8,Qwen3.7-Max,primary142,4,疲劳或精力不足,Median,1420,0.7464788732394366,0.24882629107981222,-0.056338028169014086,-0.11971830985915492,0.014084507042253521,0.17168283171682833,-0.4507042253521127,0.4225352112676056,0.7511248875112488
PHQ-8,Qwen3.7-Max,primary142,4,疲劳或精力不足,Ridge,1420,0.6647887323943662,0.2215962441314554,-0.1380281690140845,-0.2774823943661972,0.004242957746478775,0.064993500649935,0.0647887323943662,0.39154929577464787,0.12998700129987
PHQ-8,Qwen3.7-Max,primary142,5,食欲问题,B,1420,0.8880281690140845,0.29600938967136153,-0.04154929577464789,-0.0859330985915493,-0.0028169014084507035,0.048995100489951,-0.8626760563380281,0.46267605633802816,0.391960803919608
PHQ-8,Qwen3.7-Max,primary142,5,食欲问题,C03,1420,0.9295774647887324,0.30985915492957744,0.0,0.0,0.0,1.0,-0.9014084507042254,0.4295774647887324,
PHQ-8,Qwen3.7-Max,primary142,5,食欲问题,ElasticNet,1420,0.8169014084507042,0.27230046948356806,-0.11267605633802814,-0.2754049295774648,0.06197183098591549,0.18488151184881513,0.08169014084507042,0.29577464788732394,0.24650868246508684
PHQ-8,Qwen3.7-Max,primary142,5,食欲问题,Mean,1420,0.9154929577464789,0.3051643192488263,-0.014084507042253521,-0.035211267605633804,0.0,0.5050494950504949,-0.8873239436619719,0.43661971830985913,0.5050494950504949
PHQ-8,Qwen3.7-Max,primary142,5,食欲问题,Median,1420,0.9154929577464789,0.3051643192488263,-0.014084507042253521,-0.035211267605633804,0.0,0.4998500149985001,-0.8873239436619719,0.43661971830985913,0.7997600239976002
PHQ-8,Qwen3.7-Max,primary142,5,食欲问题,Ridge,1420,0.8147887323943662,0.2715962441314554,-0.1147887323943662,-0.2838028169014084,0.05424295774647878,0.1733826617338266,0.09225352112676057,0.29859154929577464,0.27741225877412257
PHQ-8,Qwen3.7-Max,primary142,6,自我评价低或让家人失望,B,1420,0.6690140845070423,0.22300469483568075,-0.028169014084507043,-0.1147887323943662,0.05705985915492948,0.537946205379462,-0.3084507042253521,0.5267605633802817,0.8366020540803063
PHQ-8,Qwen3.7-Max,primary142,6,自我评价低或让家人失望,C03,1420,0.6971830985915493,0.2323943661971831,0.0,0.0,0.0,1.0,-0.5563380281690141,0.5,
PHQ-8,Qwen3.7-Max,primary142,6,自我评价低或让家人失望,ElasticNet,1420,0.8035211267605634,0.2678403755868545,0.10633802816901408,-0.03169014084507042,0.23874999999999988,0.12258774122587741,0.16549295774647887,0.2971830985915493,0.19614038596140387
PHQ-8,Qwen3.7-Max,primary142,6,自我评价低或让家人失望,Mean,1420,0.7464788732394366,0.24882629107981222,0.04929577464788732,-0.028169014084507043,0.1267605633802817,0.2853714628537146,-0.4225352112676056,0.45774647887323944,0.5050494950504949
PHQ-8,Qwen3.7-Max,primary142,6,自我评价低或让家人失望,Median,1420,0.7464788732394366,0.24882629107981222,0.04929577464788732,-0.028169014084507043,0.1267605633802817,0.2816718328167183,-0.49295774647887325,0.4859154929577465,0.7511248875112488
PHQ-8,Qwen3.7-Max,primary142,6,自我评价低或让家人失望,Ridge,1420,0.7795774647887324,0.25985915492957745,0.0823943661971831,-0.057799295774647874,0.21339788732394355,0.22927707229277072,0.15985915492957747,0.30985915492957744,0.30570276305702765
PHQ-8,Qwen3.7-Max,primary142,7,注意力困难,B,1420,0.6119718309859155,0.2039906103286385,-0.007746478873239438,-0.04366197183098591,0.02676056338028169,0.6985301469853015,-0.5570422535211268,0.5746478873239437,0.8366020540803063
PHQ-8,Qwen3.7-Max,primary142,7,注意力困难,C03,1420,0.6197183098591549,0.20657276995305163,0.0,0.0,0.0,1.0,-0.6056338028169014,0.5774647887323944,
PHQ-8,Qwen3.7-Max,primary142,7,注意力困难,ElasticNet,1420,0.7971830985915493,0.26572769953051645,0.17746478873239438,0.029524647887323948,0.3324119718309858,0.0254974502549745,0.30422535211267604,0.2859154929577465,0.101989801019898
PHQ-8,Qwen3.7-Max,primary142,7,注意力困难,Mean,1420,0.6549295774647887,0.2183098591549296,0.035211267605633804,-0.007042253521126761,0.07746478873239436,0.1750824917508249,-0.5563380281690141,0.5422535211267606,0.5050494950504949
PHQ-8,Qwen3.7-Max,primary142,7,注意力困难,Median,1420,0.6267605633802817,0.20892018779342725,0.007042253521126761,-0.028169014084507043,0.04225352112676056,1.0,-0.5704225352112676,0.5633802816901409,1.0
PHQ-8,Qwen3.7-Max,primary142,7,注意力困难,Ridge,1420,0.7922535211267606,0.26408450704225356,0.1725352112676056,0.025352112676056346,0.3295774647887324,0.028397160283971604,0.31338028169014087,0.28450704225352114,0.11358864113588642
PHQ-8,Qwen3.7-Max,primary142,8,动作或语速改变,B,1420,0.3429577464788732,0.11431924882629108,0.004929577464788734,-0.005633802816901407,0.02042253521126761,0.8742125787421258,-0.31338028169014087,0.7556338028169014,0.8742125787421258
PHQ-8,Qwen3.7-Max,primary142,8,动作或语速改变,C03,1420,0.3380281690140845,0.11267605633802817,0.0,0.0,0.0,1.0,-0.323943661971831,0.7605633802816901,
PHQ-8,Qwen3.7-Max,primary142,8,动作或语速改变,ElasticNet,1420,0.35563380281690143,0.11854460093896714,0.017605633802816902,0.0035211267605633812,0.03732394366197183,0.024697530246975304,-0.31619718309859157,0.7535211267605634,0.101989801019898
PHQ-8,Qwen3.7-Max,primary142,8,动作或语速改变,Mean,1420,0.352112676056338,0.11737089201877933,0.014084507042253521,0.0,0.035211267605633804,0.49405059494050596,-0.30985915492957744,0.7464788732394366,0.5050494950504949
PHQ-8,Qwen3.7-Max,primary142,8,动作或语速改变,Median,1420,0.352112676056338,0.11737089201877933,0.014084507042253521,0.0,0.035211267605633804,0.49975002499750026,-0.30985915492957744,0.7464788732394366,0.7997600239976002
PHQ-8,Qwen3.7-Max,primary142,8,动作或语速改变,Ridge,1420,0.3704225352112676,0.12347417840375587,0.032394366197183104,0.0063380281690140865,0.0619718309859155,0.014498550144985502,-0.2859154929577465,0.7401408450704225,0.11358864113588642
