scale,model,cohort,thinking_mode,validation_layer,strategy,analysis_layer,fixed_scale,subject_universe_n,strategy_strict_complete_repeat_n,c03_strict_complete_repeat_n,strict_joint_repeat_n,strict_joint_subject_n,gold_full_evaluable_n,fixed_scale_gold_evaluable_n,strategy_any_evaluable_n,strict_complete_n,strategy_mae,c03_mae,strategy_rmse,c03_rmse,strategy_signed_bias,c03_signed_bias,strategy_over_rate,c03_over_rate,strategy_under_rate,c03_under_rate,strategy_pearson,c03_pearson,strategy_spearman,c03_spearman,strategy_icc_a1,c03_icc_a1,strategy_weighted_kappa,c03_weighted_kappa,delta_mae,delta_mae_ci_low,delta_mae_ci_high,delta_mae_p,result_layer,source_scale,gold_hamd17_evaluable_n,coverage_threshold,eligible_subject_n,common_support_80_n,common_support_90_n,mean_common_item_coverage,mean_common_score_range_coverage,normalized_partial_ae_strategy,normalized_partial_ae_c03,delta_normalized_partial_ae,delta_normalized_partial_ae_ci_low,delta_normalized_partial_ae_ci_high,delta_normalized_partial_ae_p,partial_ae_strategy,partial_ae_c03,delta_partial_ae,delta_partial_ae_ci_low,delta_partial_ae_ci_high,delta_partial_ae_p,strict_strategy_n,strict_c03_n,normalized_partial_ae_fdr_q,partial_ae_fdr_q,coverage_noninferiority_ci_low,coverage_noninferiority_ci_high,coverage_noninferiority_p,coverage_noninferiority_fdr_q,coverage_noninferiority_pass
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,142.0,,142.0,1.0,1.0,0.15818661971830986,0.1742957746478873,-0.016109154929577468,-0.025117370892018778,-0.007890991784037574,0.00019998000199980003,3.796478873239437,4.183098591549296,-0.3866197183098592,-0.5978873239436621,-0.1943661971830986,0.00029997000299970003,142.0,142.0,0.00019998000199980003,0.00039996000399960006,0.0,0.0,1.0,1.0,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,142.0,,142.0,1.0,1.0,0.16693075117370892,0.1742957746478873,-0.007365023474178404,-0.011825117370892018,-0.0032276995305164317,0.0008999100089991,4.006338028169015,4.183098591549296,-0.17676056338028173,-0.2830985915492958,-0.07815140845070433,0.0011998800119988001,142.0,142.0,0.000999900009999,0.0011998800119988001,0.0,0.0,1.0,1.0,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,A,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,47.0,,47.0,1.0,1.0,0.1356382978723404,0.15780141843971635,-0.022163120567375884,-0.04609929078014184,0.0017730496453900709,0.09009099090090991,3.25531914893617,3.7872340425531914,-0.5319148936170213,-1.127659574468085,0.0005319148936141187,0.09209079092090791,47.0,47.0,0.09519048095190481,0.0922907709229077,0.0,0.0,1.0,1.0,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,B,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,47.0,,47.0,1.0,1.0,0.14539007092198583,0.15780141843971635,-0.012411347517730497,-0.022163120567375887,-0.002659574468085106,0.020397960203979604,3.4893617021276597,3.7872340425531914,-0.2978723404255319,-0.5319148936170213,-0.06382978723404255,0.026697330266973303,47.0,47.0,0.020397960203979604,0.026697330266973303,0.0,0.0,1.0,1.0,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,C,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,47.0,,47.0,1.0,1.0,0.1569148936170213,0.15780141843971635,-0.0008865248226950335,-0.007978723404255319,0.0062056737588652485,0.9698030196980302,3.765957446808511,3.7872340425531914,-0.02127659574468085,-0.19148936170212766,0.1702127659574468,1.0,47.0,47.0,0.9698030196980302,1.0,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,142.0,,142.0,1.0,1.0,0.1300762910798122,0.1367370892018779,-0.006660798122065728,-0.014260563380281692,0.0008509389671361492,0.08249175082491751,3.1218309859154925,3.2816901408450705,-0.15985915492957745,-0.3436619718309859,0.01619718309859154,0.08409159084091591,142.0,142.0,0.08809119088091191,0.09119088091190881,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,142.0,,142.0,1.0,1.0,0.13482981220657278,0.1367370892018779,-0.0019072769953051639,-0.006661531690140844,0.0028763204225352086,0.44865513448655137,3.235915492957747,3.2816901408450705,-0.04577464788732394,-0.1647887323943662,0.06762323943661963,0.4527547245275472,142.0,142.0,0.45115488451154884,0.4527547245275472,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,142.0,,142.0,1.0,1.0,0.13691314553990608,0.1367370892018779,0.00017605633802816938,-0.00035211267605633745,0.0007335680751173719,0.48595140485951405,3.2859154929577468,3.2816901408450705,0.004225352112676055,-0.00845070422535211,0.016901408450704224,0.5397460253974603,142.0,142.0,0.48595140485951405,0.5482451754824518,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,A,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,47.0,,47.0,1.0,1.0,0.13652482269503546,0.13209219858156027,0.004432624113475174,-0.009773936170212771,0.02127659574468084,0.6418358164183582,3.276595744680851,3.1702127659574466,0.10638297872340426,-0.23457446808510635,0.48936170212765956,0.6548345165483451,47.0,47.0,0.6418358164183582,0.6548345165483451,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,B,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,47.0,,47.0,1.0,1.0,0.13297872340425532,0.13209219858156027,0.0008865248226950351,-0.006205673758865249,0.008865248226950354,0.8546145385461453,3.1914893617021276,3.1702127659574466,0.02127659574468085,-0.14893617021276595,0.19148936170212766,1.0,47.0,47.0,0.8546145385461453,1.0,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,C,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,47.0,,47.0,1.0,1.0,0.13209219858156027,0.13209219858156027,0.0,0.0,0.0,1.0,3.1702127659574466,3.1702127659574466,0.0,0.0,0.0,1.0,47.0,47.0,1.0,1.0,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,142.0,,142.0,1.0,1.0,0.150381455399061,0.17840375586854462,-0.028022300469483567,-0.04081646126760563,-0.016519219483568076,9.999000099990002e-05,3.609154929577465,4.28169014084507,-0.6725352112676056,-0.9817077464788733,-0.3788380281690143,9.999000099990002e-05,142.0,142.0,9.999000099990002e-05,9.999000099990002e-05,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,142.0,,142.0,1.0,1.0,0.15994718309859157,0.17840375586854462,-0.018456572769953054,-0.02717136150234742,-0.010179724178403767,9.999000099990002e-05,3.838732394366198,4.28169014084507,-0.4429577464788732,-0.6577640845070423,-0.23871478873239446,9.999000099990002e-05,142.0,142.0,0.00019998000199980003,9.999000099990002e-05,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,142.0,,142.0,1.0,1.0,0.17077464788732394,0.17840375586854462,-0.007629107981220656,-0.011209653755868547,-0.004107247652582167,9.999000099990002e-05,4.098591549295775,4.28169014084507,-0.18309859154929573,-0.2725352112676056,-0.10139084507042258,0.00019998000199980003,142.0,142.0,9.999000099990002e-05,0.00019998000199980003,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,A,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,47.0,,47.0,1.0,1.0,0.1453900709219858,0.16666666666666666,-0.021276595744680847,-0.0425531914893617,-0.004410460992907921,0.03469653034696531,3.4893617021276597,4.0,-0.5106382978723404,-1.0,-0.10638297872340426,0.037196280371962806,47.0,47.0,0.0352964703529647,0.0390960903909609,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,B,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,47.0,,47.0,1.0,1.0,0.1427304964539007,0.16666666666666666,-0.023936170212765954,-0.039007092198581554,-0.011524822695035459,0.0007999200079992001,3.425531914893617,4.0,-0.574468085106383,-0.9148936170212766,-0.2978723404255319,0.0005999400059994001,47.0,47.0,0.0007999200079992001,0.0007999200079992001,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,C,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,47.0,,47.0,1.0,1.0,0.16312056737588654,0.16666666666666666,-0.0035460992907801418,-0.007978723404255319,0.0,0.09759024097590241,3.9148936170212765,4.0,-0.0851063829787234,-0.19148936170212766,0.02127659574468085,0.22297770222977703,47.0,47.0,0.09759024097590241,0.22297770222977703,0.0,0.0,1.0,1.0,True
